# lemma	POS	count  (unique names/epithets in the RV sample, by frequency)
anyaka	ADJ	1
adhinirṇij	ADJ	1
vibhāvasu	NOUN	1
pṛthu	NOUN	1
bunda	NOUN	1
śavasī	NOUN	1
aśvayu	ADJ	1
rathītama	ADJ	1
abhiyuj	NOUN	1
dhūrti	NOUN	1
śatagvin	ADJ	1
dhanaṃjaya	ADJ	1
āruja	ADJ	1
ādārin	ADJ	1
dāśuri	ADJ	1
maghatti	NOUN	1
puṣṭāvat	ADJ	1
badhira	ADJ	1
durmarṣa	ADJ	1
antama	ADJ	1
rambha	NOUN	1
aviṣyu	ADJ	1
upahasvan	ADJ	1
kadru	NOUN	1
turvaśa	NOUN	1
yadu	NOUN	1
trada	NOUN	1
yonya	ADJ	1
kīrti	NOUN	1
abhiprabhaṅgin	ADJ	1
prabhūvasu	ADJ	1
āvṛtvat	ADJ	1
amithita	ADJ	1
asinvat	ADJ	1
śvaghnin	NOUN	1
paribādh	NOUN	1
uruṣyu	ADJ	1
bhojas	NOUN	1
dughā	NOUN	1
svadāvan	ADJ	1
daśavraja	NOUN	1
dīrghanītha	NOUN	1
gośarya	NOUN	1
sāṃvaraṇi	NOUN	1
nīpātithi	NOUN	1
puṣṭigu	NOUN	1
śruṣṭigu	NOUN	1
pṛṣadhra	NOUN	1
medhya	NOUN	1
daśaśipra	NOUN	1
daśoṇya	NOUN	1
syūmaraśmi	NOUN	1
ṛjūnas	NOUN	1
kevala	ADJ	1
duh	NOUN	1
śikṣu	ADJ	1
kāṇvāyana	NOUN	1
asmadruh	ADJ	1
durmanman	ADJ	1
tyaj	ADJ	1
aprāmi	ADJ	1
puruhanman	NOUN	1
durya	ADJ	1
sahūti	NOUN	1
nedīyas	ADJ	1
dadhṛṣ	ADJ	1
viṣpita	NOUN	1
vīraka	NOUN	1
dhānāvat	ADJ	1
karambhin	ADJ	1
apūpavat	ADJ	1
ukthin	ADJ	1
viṣṭapa	NOUN	1
romaśa	ADJ	1
apālā	NOUN	1
snehiti	NOUN	1
viśvapsnya	ADJ	1
spṛhayāyya	ADJ	1
bhuji	NOUN	1
matsara	NOUN	1
sṛt	ADJ	1
parvatāvṛdh	ADJ	1
pitryāvat	ADJ	1
vayoju	ADJ	1
arcivat	ADJ	1
vacanāvat	ADJ	1
parisrut	ADJ	1
drāvayitnu	ADJ	1
matutha	NOUN	1
asita	ADJ	1
rathira	ADJ	1
apasyu	ADJ	1
ṛṣiṣah	ADJ	1
asira	NOUN	1
matsarintama	ADJ	1
tvoti	ADJ	1
cakri	ADJ	1
vṛṣayu	ADJ	1
ravatha	NOUN	1
hastin	NOUN	1
kṣip	NOUN	1
vedhasyā	NOUN	1
saṃcṛt	NOUN	1
vicṛt	NOUN	1
uśanas	NOUN	1
pṛtanāj	ADJ	1
rāśi	NOUN	1
upaṣṭut	ADJ	1
bhūriṣāh	ADJ	1
nahuṣya	ADJ	1
svarṣāti	NOUN	1
anabhiśasta	ADJ	1
sumati	ADJ	1
pṛtanāṣāh	ADJ	1
vakvan	ADJ	1
sākamukṣ	ADJ	1
dhanutṛ	ADJ	1
asmadryañc	ADJ	1
vātāpya	ADJ	1
svarvid	ADJ	1
sāmanya	ADJ	1
jūti	NOUN	1
raśman	NOUN	1
rajiṣṭha	ADJ	1
vanya	ADJ	1
oṇi	NOUN	1
psaras	NOUN	1
vittama	ADJ	1
psarastama	ADJ	1
aṇva	NOUN	1
mandana	NOUN	1
aptur	ADJ	1
rajastur	ADJ	1
vanakrakṣa	ADJ	1
annāvṛdh	ADJ	1
peśana	ADJ	1
āyajiṣṭha	ADJ	1
mandhātṛ	NOUN	1
aviduṣṭara	ADJ	1
dīna	ADJ	1
pitṛyāṇa	ADJ	1
raudra	ADJ	1
suṣumat	ADJ	1
cikit	ADJ	1
rāma	NOUN	1
devatama	ADJ	1
prapā	NOUN	1
iyakṣu	ADJ	1
uṣṇa	ADJ	1
dhanu	NOUN	1
asnātṛ	ADJ	1
tanūtyaj	ADJ	1
vanargu	ADJ	1
niṇya	ADJ	1
arvatī	NOUN	1
ṛtāyin	ADJ	1
adhīvāsa	NOUN	1
pūṣaṇa	NOUN	1
maryādā	NOUN	1
aṃhura	ADJ	1
visarga	NOUN	1
ṛṣu	NOUN	1
aparihvṛta	ADJ	1
manā	NOUN	1
patvan	ADJ	1
sammiśla	ADJ	1
saptīvat	ADJ	1
sidhra	ADJ	1
sanutṛ	ADJ	1
rohit	ADJ	1
prayoga	NOUN	1
pāka	NOUN	1
apracetas	ADJ	1
vayaskṛt	ADJ	1
śivatama	ADJ	1
anṛta	ADJ	1
vīci	NOUN	1
sahaśeyya	NOUN	1
sabandhu	ADJ	1
anātha	ADJ	1
mūta	ADJ	1
pramud	NOUN	1
bata	NOUN	1
kakṣyā	NOUN	1
saṃvid	NOUN	1
gandharvī	NOUN	1
nāda	NOUN	1
iṣṭa	NOUN	1
vibhu	ADJ	1
amavat	ADJ	1
abhiśrāva	NOUN	1
bhāṛjīka	ADJ	1
yajīyas	ADJ	1
svāvṛj	ADJ	1
yajus	NOUN	1
vardha	NOUN	1
durmantu	ADJ	1
sumantu	ADJ	1
saṃgamana	ADJ	1
mātalī	NOUN	1
kavya	NOUN	1
prastara	NOUN	1
vairūpa	NOUN	1
iṣṭāpūrta	NOUN	1
avadya	NOUN	1
suvarcas	ADJ	1
avasāna	NOUN	1
śabala	ADJ	1
anamīva	NOUN	1
urūṇasa	ADJ	1
asutṛp	ADJ	1
udumbala	ADJ	1
pūrvaja	NOUN	1
triṣṭubh	NOUN	1
gāyatrī	NOUN	1
jña	ADJ	1
vṛjanā	NOUN	1
vikramaṇa	NOUN	1
barhiṣya	ADJ	1
jānu	NOUN	1
puruṣa	NOUN	1
pītha	NOUN	1
kavya	ADJ	1
haviṣpā	ADJ	1
vanda	ADJ	1
agniṣvātta	NOUN	1
vaśanī	ADJ	1
śeṣas	NOUN	1
pipīla	NOUN	1
sarpa	NOUN	1
śvāpada	NOUN	1
pīvas	NOUN	1
medas	NOUN	1
haras	NOUN	1
vāha	ADJ	1
kiyāmbu	NOUN	1
pākadūrvā	NOUN	1
vyalkaśā	NOUN	1
śītaka	ADJ	1
śītikāvat	ADJ	1
hlādaka	ADJ	1
hlādikāvat	ADJ	1
maṇḍūkī	NOUN	1
savarṇa	ADJ	1
saraṇyū	NOUN	1
suvidatriya	ADJ	1
abhayatama	ADJ	1
argha	NOUN	1
pu	ADJ	1
māmaka	ADJ	1
cakṣuṣmat	ADJ	1
hasa	NOUN	1
jaras	NOUN	1
āñjana	ADJ	1
aśru	NOUN	1
gatāsu	ADJ	1
upavañcana	ADJ	1
mit	NOUN	1
bhāsā	NOUN	1
vāśīmat	ADJ	1
yajñāsāha	ADJ	1
bradhna	ADJ	1
śoṇa	ADJ	1
svavṛkti	NOUN	1
śīra	ADJ	1
upasecanī	NOUN	1
ṛcīṣama	NOUN	1
yantṛ	NOUN	1
kadartha	ADJ	1
parāka	ADJ	1
gam	NOUN	1
akarman	ADJ	1
amantu	ADJ	1
tvota	ADJ	1
pūrti	NOUN	1
kārpāṇa	NOUN	1
akudhryañc	ADJ	1
upaspṛś	NOUN	1
vedyā	NOUN	1
vasavāna	NOUN	1
vivrata	ADJ	1
yūthya	ADJ	1
harita	ADJ	1
vivāc	ADJ	1
mṛdhravāc	ADJ	1
aśiva	ADJ	1
āyana	NOUN	1
pākyā	NOUN	1
nikāma	ADJ	1
dheya	NOUN	1
vittara	ADJ	1
dasra	ADJ	1
niyudratha	ADJ	1
psuras	NOUN	1
ādhava	NOUN	1
haya	ADJ	1
vāya	ADJ	1
avi	NOUN	1
arthin	ADJ	1
sanojā	ADJ	1
śvaśura	NOUN	1
pratīpa	ADJ	1
śāpa	NOUN	1
lopāśa	NOUN	1
kroṣṭṛ	NOUN	1
varāha	NOUN	1
kakṣa	NOUN	1
kṣemya	ADJ	1
mahi	NOUN	1
kṛpīṭa	NOUN	1
śaśa	NOUN	1
kṣura	NOUN	1
loga	NOUN	1
ṛhat	ADJ	1
nakha	NOUN	1
paripad	NOUN	1
tarṣyāvat	ADJ	1
bala	NOUN	1
rantya	ADJ	1
vāhas	NOUN	1
bhṛti	NOUN	1
janidhā	NOUN	1
prayukti	NOUN	1
dhāsi	NOUN	1
kalyāṇa	ADJ	1
mādana	ADJ	1
auśāna	ADJ	1
savṛdh	ADJ	1
sayoni	ADJ	1
śruṣṭīvan	ADJ	1
naptṛ	NOUN	1
suśaka	ADJ	1
navedas	ADJ	1
bharaṇa	NOUN	1
itaūti	ADJ	1
stega	NOUN	1
nṛṣad	NOUN	1
kṛṣṇa	NOUN	1
prayuj	NOUN	1
duḥśāsus	NOUN	1
parśu	NOUN	1
amati	NOUN	1
nagnatā	NOUN	1
jasu	NOUN	1
mūṣa	NOUN	1
trāsadasyava	NOUN	1
upamaśravas	NOUN	1
mitrātithi	NOUN	1
supeśas	ADJ	1
dyāvākṣam	NOUN	1
āditya	ADJ	1
ṛkva	ADJ	1
śambhū	ADJ	1
peru	ADJ	1
susanitā	NOUN	1
sanitvan	ADJ	1
jaitra	ADJ	1
rayimat	ADJ	1
arvan	ADJ	1
savīman	NOUN	1
apnas	NOUN	1
pṛtsuti	NOUN	1
goṣāti	NOUN	1
śravāyya	ADJ	1
medin	NOUN	1
suṣaha	ADJ	1
vikhāda	NOUN	1
svavṛj	ADJ	1
doṣā	NOUN	1
uṣa	NOUN	1
apama	ADJ	1
cyavāna	NOUN	1
taugrya	NOUN	1
jñā	NOUN	1
asajātya	ADJ	1
amati	ADJ	1
purumitra	NOUN	1
vadhrimatī	NOUN	1
suṣuti	NOUN	1
kali	NOUN	1
yuvat	ADJ	1
ṛśyada	NOUN	1
viśpalā	NOUN	1
ṛbīsa	NOUN	1
omanvat	ADJ	1
saptavadhri	NOUN	1
pedu	NOUN	1
rudravartani	NOUN	1
puroratha	ADJ	1
vartikā	NOUN	1
śaśvat	NOUN	1
jantu	NOUN	1
vetasu	NOUN	1
tugra	NOUN	1
smadibha	NOUN	1
tuji	NOUN	1
vidhu	NOUN	1
prasādhana	ADJ	1
nārāśaṃsa	ADJ	1
asamāti	NOUN	1
rathaproṣṭha	NOUN	1
bhargas	NOUN	1
sāvarṇya	NOUN	1
medana	NOUN	1
nāmadheya	NOUN	1
preman	NOUN	1
saktu	NOUN	1
titau	NOUN	1
lakṣmī	NOUN	1
padavīya	NOUN	1
sacivid	ADJ	1
akṣaṇvat	ADJ	1
karṇavat	ADJ	1
java	NOUN	1
ādaghna	ADJ	1
upakakṣa	ADJ	1
vidyā	NOUN	1
sṛtvara	ADJ	1
yudhvan	ADJ	1
gaṅgā	NOUN	1
yamunā	NOUN	1
paruṣṇī	NOUN	1
marudvṛdhā	NOUN	1
vitastā	NOUN	1
ārjīkīyā	NOUN	1
suṣomā	NOUN	1
tṛṣṭāmā	NOUN	1
susartu	NOUN	1
rasā	NOUN	1
śvetyā	NOUN	1
kubhā	NOUN	1
gomatī	NOUN	1
krumu	NOUN	1
mehatnū	NOUN	1
ūrṇāvat	ADJ	1
sīlamāvatī	NOUN	1
madhuvṛdh	ADJ	1
tvāṣṭra	ADJ	1
barhaṇa	ADJ	1
pājasvat	ADJ	1
abhidyu	ADJ	1
viśvapsu	ADJ	1
śubhaṃyu	ADJ	1
asi	NOUN	1
śrotra	NOUN	1
acara	ADJ	1
pativat	ADJ	1
viśvāvasu	NOUN	1
pitṛṣad	ADJ	1
vyakta	ADJ	1
sukṛta	NOUN	1
lohita	ADJ	1
āsakti	NOUN	1
jñāti	NOUN	1
bandha	NOUN	1
sulābhikā	NOUN	1
varas	NOUN	1
atiṣṭhat	ADJ	1
apasya	ADJ	1
anapāvṛt	ADJ	1
svadhiti	NOUN	1
cetyā	NOUN	1
mitrakrū	NOUN	1
śasana	NOUN	1
sādhya	NOUN	1
īti	NOUN	1
kīlāla	NOUN	1
saṃvanana	ADJ	1
prothatha	NOUN	1
ādhāna	NOUN	1
pastya	NOUN	1
bṛhant	NOUN	1
ruh	NOUN	1
puṣpavat	ADJ	1
prasūvan	ADJ	1
jitvan	ADJ	1
pārayiṣṇu	ADJ	1
gṛbh	NOUN	1
mitradhita	NOUN	1
aṣṭrāvin	ADJ	1
kapardin	ADJ	1
turī	NOUN	1
pacata	ADJ	1
udbhid	ADJ	1
sacābhū	NOUN	1
caritra	NOUN	1
vanīyas	ADJ	1
vimāna	NOUN	1
saṃgama	NOUN	1
ambhas	NOUN	1
gahana	ADJ	1
tucchya	NOUN	1
tiraścīna	ADJ	1
prayati	NOUN	1
adhyakṣa	NOUN	1
yavamat	ADJ	1
surāma	NOUN	1
apnarāj	ADJ	1
vanarṣad	ADJ	1
nṛmedha	NOUN	1
sumedha	NOUN	1
mantumat	ADJ	1
anudeyī	NOUN	1
ayāsya	NOUN	1
purya	ADJ	1
virukmant	NOUN	1
areṇu	NOUN	1
sahasvat	ADJ	1
sahamānā	NOUN	1
sahīyas	ADJ	1
yajvan	NOUN	1
jīvana	NOUN	1
rājayakṣman	NOUN	1
grāhi	NOUN	1
antika	NOUN	1
hemanta	NOUN	1
vasanta	NOUN	1
punarnava	ADJ	1
niṣatsnu	ADJ	1
sarīsṛpa	ADJ	1
viṣāsahi	ADJ	1
hantṛ	ADJ	1
virāj	ADJ	1
akṣata	ADJ	1
ārtnī	NOUN	1
jyā	NOUN	1
vācaspati	NOUN	1
abhibhū	ADJ	1
karma	ADJ	1
yogakṣema	NOUN	1
viṣṭhā	NOUN	1
bhrāj	NOUN	1
bhrāja	ADJ	1
viśvakarman	NOUN	1
viśvadevyāvat	ADJ	1
vanas	NOUN	1
kṣāman	NOUN	1
abhīvṛta	ADJ	1
ghṛṇīvat	ADJ	1
kulapā	NOUN	1
vrāja	NOUN	1
prajāpati	NOUN	1
sinīvālī	NOUN	1
puṣkarasraj	NOUN	1
pataṃga	NOUN	1
amūra	ADJ	1
akṣi	NOUN	1
vṛṣantama	ADJ	1
nirṛta	ADJ	1
jaraṇyā	NOUN	1
karaṇa	ADJ	1
budh	ADJ	1
ṛta	ADJ	1
śevya	ADJ	1
māṃsa	NOUN	1
sūnā	NOUN	1
nimruc	NOUN	1
śakṛt	NOUN	1
svapasyā	NOUN	1
agohya	ADJ	1
jyeṣṭhatama	ADJ	1
dādhṛṣi	ADJ	1
sambādha	NOUN	1
sumeka	ADJ	1
saraṇyu	ADJ	1
mātṛtama	ADJ	1
kiṃyu	ADJ	1
muhūrta	NOUN	1
pariṣad	NOUN	1
ayana	NOUN	1
adhoakṣa	ADJ	1
srotyā	NOUN	1
rādhā	NOUN	1
yoktra	NOUN	1
vyenas	ADJ	1
aghnya	NOUN	1
snu	ADJ	1
javiṣṭha	ADJ	1
indrāviṣṇu	NOUN	1
avimat	ADJ	1
apramṛṣya	ADJ	1
iḍāvat	ADJ	1
sabhāvat	ADJ	1
hemyāvat	ADJ	1
aghāyu	ADJ	1
acitti	NOUN	1
vīta	ADJ	1
diti	NOUN	1
dṛśya	ADJ	1
sudhī	ADJ	1
dhanin	ADJ	1
dīdhiti	NOUN	1
anūna	ADJ	1
sudṛś	ADJ	1
parṇa	NOUN	1
uhū	NOUN	1
mandinispṛś	ADJ	1
ākenipa	ADJ	1
vayunāvat	ADJ	1
deya	NOUN	1
aṅgira	NOUN	1
vidhāna	NOUN	1
sadṛśa	ADJ	1
syona	NOUN	1
poṣayitnu	ADJ	1
lāṅgala	NOUN	1
phala	NOUN	1
samā	NOUN	1
kīnāśa	NOUN	1
ratheṣṭhā	ADJ	1
dakṣiṇāvat	ADJ	1
āmiślatama	ADJ	1
pakti	NOUN	1
kāra	ADJ	1
asamāti	ADJ	1
jarūtha	NOUN	1
nidhruvi	ADJ	1
vrajana	NOUN	1
upāka	ADJ	1
uṣ	NOUN	1
vaniṣṭha	ADJ	1
agopa	ADJ	1
yathākṛta	ADJ	1
ranti	NOUN	1
durmitra	ADJ	1
prakalavid	ADJ	1
paijavana	NOUN	1
dūṇāśa	ADJ	1
duvoyu	ADJ	1
sūda	NOUN	1
sugmya	NOUN	1
sugmya	ADJ	1
sakṣaṇi	ADJ	1
aśvayā	NOUN	1
rathayā	NOUN	1
śrutya	ADJ	1
śākina	ADJ	1
īvat	ADJ	1
adeva	NOUN	1
pūrta	NOUN	1
kānīta	NOUN	1
vyuṣ	NOUN	1
yoṣan	NOUN	1
atyavi	NOUN	1
madiṣṭha	ADJ	1
siṣāsatu	ADJ	1
kabandha	NOUN	1
udrin	ADJ	1
vyānaśi	ADJ	1
abhivega	NOUN	1
āśīrdā	ADJ	1
satyadhvṛt	ADJ	1
tumra	ADJ	1
pañcadaśa	ADJ	1
ṛghāvat	ADJ	1
kṛdhukarṇa	ADJ	1
kiraṇa	NOUN	1
śṛtapā	ADJ	1
bāhukṣad	ADJ	1
ghṛṣu	ADJ	1
pavasta	NOUN	1
prayuta	ADJ	1
yavasād	ADJ	1
yavād	ADJ	1
urvajra	NOUN	1
avasātṛ	NOUN	1
ayukta	ADJ	1
anakṣa	ADJ	1
meni	NOUN	1
vadhūyu	ADJ	1
panyas	ADJ	1
vadhū	NOUN	1
upas	NOUN	1
uttāna	ADJ	1
acchāya	ADJ	1
palāśa	NOUN	1
sthivimat	ADJ	1
kapila	NOUN	1
pārya	ADJ	1
dhita	ADJ	1
pīvan	ADJ	1
dīv	NOUN	1
pavitravat	ADJ	1
krośana	ADJ	1
nema	ADJ	1
marka	NOUN	1
kṛntatra	NOUN	1
bṛbūka	NOUN	1
etādṛś	ADJ	1
samarya	NOUN	1
busa	NOUN	1
pādu	NOUN	1
dhiyasāna	ADJ	1
puruṣṭuta	NOUN	1
vagvana	ADJ	1
jāna	NOUN	1
mantu	NOUN	1
jarā	NOUN	1
anuśāsana	NOUN	1
añjasīna	ADJ	1
manuṣya	NOUN	1
starīman	NOUN	1
sādha	NOUN	1
gopītha	NOUN	1
āṅgirasa	ADJ	1
kṛśana	NOUN	1
nakṣatra	NOUN	1
sujūrṇi	ADJ	1
sumnaāpi	ADJ	1
hradecakṣus	NOUN	1
granthin	ADJ	1
caraṇyu	ADJ	1
amānuṣa	ADJ	1
nispṛh	ADJ	1
āti	NOUN	1
krīḍi	ADJ	1
aiḍa	NOUN	1
kṛśana	ADJ	1
dakṣiṇa	NOUN	1
niḥśas	NOUN	1
abhiśas	NOUN	1
duṣkṛta	NOUN	1
ajuṣṭa	ADJ	1
abhidroha	NOUN	1
jāgrant	NOUN	1
saṃkalpa	NOUN	1
ākūti	NOUN	1
codayitṛ	ADJ	1
sūnṛta	NOUN	1
ṛjūyu	ADJ	1
viṣṭi	NOUN	1
bṛhadri	ADJ	1
durdhara	ADJ	1
nāvā	NOUN	1
narāśaṃsa	NOUN	1
kāṭa	NOUN	1
uccābudhna	ADJ	1
jihma	ADJ	1
bāra	NOUN	1
pāyana	NOUN	1
barhiṣmat	ADJ	1
śimī	NOUN	1
purumīḍha	NOUN	1
heti	NOUN	1
supraitu	ADJ	1
rodha	NOUN	1
dadhikrā	NOUN	1
vimocana	NOUN	1
kāmin	ADJ	1
durdhur	ADJ	1
ṛṣṭimat	ADJ	1
raivata	ADJ	1
kaniṣṭha	ADJ	1
avama	ADJ	1
snu	NOUN	1
gaṇaśri	ADJ	1
satyaśravas	NOUN	1
vāyya	NOUN	1
cira	ADJ	1
cakṣaṇi	NOUN	1
vandāru	NOUN	1
bhāsas	NOUN	1
vadman	ADJ	1
sadvan	ADJ	1
ūrja	NOUN	1
sani	ADJ	1
vāraṇa	ADJ	1
rāṣṭrin	ADJ	1
hrut	NOUN	1
parihrut	ADJ	1
bhānumat	ADJ	1
auśija	NOUN	1
mandratama	ADJ	1
adrogha	ADJ	1
arca	ADJ	1
paniṣṭha	ADJ	1
adana	NOUN	1
joṣa	NOUN	1
vāka	NOUN	1
pajrahoṣin	ADJ	1
poṣas	NOUN	1
makha	ADJ	1
havas	NOUN	1
giri	ADJ	1
yuvadhita	ADJ	1
ohas	NOUN	1
yajñasāc	ADJ	1
mitadru	ADJ	1
śvityañc	ADJ	1
kaparda	NOUN	1
dhiyaṃjinva	ADJ	1
vaiśanta	NOUN	1
pānta	NOUN	1
pāśadyumna	NOUN	1
vāyata	NOUN	1
bheda	NOUN	1
dāśarājña	NOUN	1
śakvarī	NOUN	1
rava	NOUN	1
tṛṣṇaj	ADJ	1
daṇḍa	NOUN	1
ajana	ADJ	1
arbhaka	ADJ	1
vakṣatha	NOUN	1
prajava	NOUN	1
valśa	NOUN	1
maitrāvaruṇa	ADJ	1
puṣkara	NOUN	1
sattra	NOUN	1
sumanasyamāna	ADJ	1
pratṛd	ADJ	1
sthāna	NOUN	1
dhruvas	NOUN	1
pakṣa	NOUN	1
kūla	NOUN	1
kalā	NOUN	1
saṃvarta	NOUN	1
girvaṇastama	ADJ	1
purumāyya	NOUN	1
stava	NOUN	1
matavat	ADJ	1
avya	NOUN	1
patha	NOUN	1
yajyu	ADJ	1
praśis	NOUN	1
vanana	NOUN	1
jaitra	NOUN	1
upala	NOUN	1
prakṣin	ADJ	1
nanā	NOUN	1
kakudmat	ADJ	1
aruṣī	NOUN	1
vah	ADJ	1
viśvarūpa	NOUN	1
śīrṣa	NOUN	1
yama	ADJ	1
svāsastha	ADJ	1
rup	NOUN	1
akṣara	NOUN	1
agnīṣoma	NOUN	1
punarvasu	NOUN	1
niyāna	NOUN	1
nyayana	NOUN	1
saṃjñāna	NOUN	1
āvartana	NOUN	1
nivartana	NOUN	1
nivarta	ADJ	1
prāvepa	NOUN	1
pravātejā	ADJ	1
maujavata	ADJ	1
bhakṣa	NOUN	1
vibhīdaka	NOUN	1
hetu	NOUN	1
anuvrata	ADJ	1
śvaśrū	NOUN	1
marḍitṛ	NOUN	1
vasnya	ADJ	1
vedana	NOUN	1
jāriṇī	NOUN	1
sabhā	NOUN	1
pratidīvan	NOUN	1
aṅkuśin	ADJ	1
nitodin	ADJ	1
nikṛtvan	ADJ	1
tāpayiṣṇu	ADJ	1
punarhan	ADJ	1
tripañcāśa	ADJ	1
nīca	ADJ	1
hastavat	ADJ	1
aṅgāra	NOUN	1
śīta	ADJ	1
ṛṇāvan	ADJ	1
pūrvāhṇa	NOUN	1
vṛṣala	NOUN	1
senānī	ADJ	1
kṛṣi	NOUN	1
vitta	NOUN	1
dūredṛś	ADJ	1
anirā	NOUN	1
anāhuti	NOUN	1
bhāsvat	ADJ	1
ghṛṇa	NOUN	1
prayuti	NOUN	1
heḍana	NOUN	1
arāvan	ADJ	1
abhipitva	NOUN	1
devara	NOUN	1
jaraṇa	ADJ	1
dhvasra	ADJ	1
vāraṇa	NOUN	1
mṛgaṇyu	ADJ	1
ghoṣā	NOUN	1
rathin	ADJ	1
arvat	ADJ	1
makṣā	NOUN	1
rarāvan	ADJ	1
kanīnaka	NOUN	1
yuvatī	NOUN	1
retin	ADJ	1
vājinīvasu	ADJ	1
gopa	NOUN	1
sthāṇu	NOUN	1
patheṣṭhā	ADJ	1
durmati	NOUN	1
askambhana	NOUN	1
atūrta	ADJ	1
yūyudhi	NOUN	1
hiraṇyastūpa	NOUN	1
abhīvarta	ADJ	1
